time,weight,T0,T1,bin_71_122,bin_122_173,bin_173_224,bin_224_276,bin_276_327,bin_327_378,bin_378_429,bin_429_480,bin_480_532,bin_532_583
2020-06-26 13:00:00+00:00,32.91,25.87,26.59,12.0,8.0,5.0,4.5,3.5,3.5,3.5,3.0,3.0,0.5
2020-06-26 14:00:00+00:00,32.93,27.4,28.64,12.0,7.62,5.75,5.12,4.25,3.88,3.62,3.25,2.88,0.88
2020-06-26 15:00:00+00:00,32.98,27.6,28.32,10.75,7.25,5.5,5.25,4.25,3.75,3.5,2.75,2.75,1.0
2020-06-26 16:00:00+00:00,33.07,29.15,29.22,10.31,7.0,8.38,8.38,8.92,7.31,6.38,3.62,3.69,1.77
2020-06-26 17:00:00+00:00,33.15,27.67,27.69,11.07,13.21,7.0,10.07,6.43,6.36,3.43,4.0,3.0,1.0
2020-06-26 18:00:00+00:00,33.24,25.01,25.19,13.06,10.67,8.17,7.28,4.17,3.67,3.39,2.94,3.06,0.94
2020-06-26 19:00:00+00:00,33.35,22.2,22.33,11.4,9.6,9.4,7.67,4.73,4.07,5.93,4.53,4.93,1.07
2020-06-26 20:00:00+00:00,33.37,20.74,20.82,9.78,6.83,5.72,4.39,4.06,5.28,4.72,4.56,5.67,1.44
2020-06-26 21:00:00+00:00,33.35,20.33,20.37,9.83,7.83,5.56,4.89,4.17,4.06,5.72,4.22,4.72,1.11
2020-06-26 22:00:00+00:00,33.32,19.49,19.54,9.62,6.52,4.95,4.52,4.29,3.81,3.48,3.14,3.52,0.81
2020-06-26 23:00:00+00:00,33.3,18.73,18.79,9.35,6.94,4.88,4.12,4.06,3.94,4.82,3.18,3.12,1.0
2020-06-27 00:00:00+00:00,33.27,18.49,18.54,9.58,6.26,5.37,4.63,4.21,3.79,3.37,3.16,2.95,0.89
2020-06-27 01:00:00+00:00,33.25,18.33,18.4,9.61,6.29,5.34,4.54,3.98,3.68,3.27,3.17,2.95,1.0
2020-06-27 02:00:00+00:00,33.23,18.28,18.36,9.74,6.47,5.19,4.4,4.05,3.47,3.28,3.16,2.91,0.93
2020-06-27 03:00:00+00:00,33.19,17.94,18.03,9.31,6.38,5.26,4.4,3.98,3.62,3.48,3.14,3.0,0.86
2020-06-27 04:00:00+00:00,33.17,18.09,18.19,9.19,6.29,5.14,4.5,3.9,3.43,3.43,3.14,3.12,0.83
2020-06-27 05:00:00+00:00,33.15,18.59,18.68,9.08,6.15,5.04,4.23,3.79,3.65,3.23,3.12,2.98,0.81
2020-06-27 06:00:00+00:00,33.1,19.47,19.58,9.2,6.4,5.15,4.42,3.85,3.67,3.52,3.47,3.1,0.87
2020-06-27 07:00:00+00:00,33.1,20.28,20.41,9.42,6.68,5.5,4.7,4.18,4.22,4.2,4.4,4.74,4.68
2020-06-27 08:00:00+00:00,32.95,21.72,21.77,10.13,6.87,6.68,5.16,4.48,4.06,3.87,10.1,9.94,1.29
2020-06-27 09:00:00+00:00,32.94,22.82,22.9,11.17,8.87,8.1,7.88,8.68,5.82,3.33,3.32,3.23,0.93
2020-06-27 10:00:00+00:00,33.07,20.86,20.97,9.37,6.58,5.12,4.5,7.12,20.2,3.97,3.2,3.1,0.88
2020-06-27 11:00:00+00:00,33.08,20.02,20.22,9.42,6.78,5.54,6.41,21.05,3.81,3.19,3.05,2.95,0.81
2020-06-27 12:00:00+00:00,33.05,19.89,20.09,9.47,6.98,5.83,18.97,8.58,3.57,3.35,3.07,3.65,1.77
2020-06-27 13:00:00+00:00,32.95,20.97,21.24,9.48,6.78,5.85,13.82,14.83,3.77,3.28,3.1,3.52,1.22
2020-06-27 14:00:00+00:00,32.94,23.07,24.71,9.03,6.31,5.19,4.78,10.14,8.22,9.9,6.36,3.0,0.86
2020-06-27 15:00:00+00:00,32.91,23.11,23.6,9.55,6.37,5.1,4.28,3.9,3.8,3.82,6.83,19.55,1.1
2020-06-27 16:00:00+00:00,33.03,21.51,21.61,9.37,6.36,5.15,4.27,4.12,4.14,11.2,14.92,3.61,1.02
2020-06-27 17:00:00+00:00,33.01,19.94,19.99,9.12,6.6,5.24,4.76,12.47,13.0,4.71,3.31,3.07,0.81
2020-06-27 18:00:00+00:00,33.01,19.2,19.25,9.19,6.84,10.12,15.62,7.02,3.47,3.59,3.57,3.55,1.07
2020-06-27 19:00:00+00:00,33.02,18.53,18.57,9.71,16.05,12.83,4.55,4.07,3.88,3.53,3.26,3.03,0.88
2020-06-27 20:00:00+00:00,33.01,18.13,18.17,21.37,10.67,5.22,4.6,3.87,3.67,3.37,3.18,3.03,0.85
2020-06-27 21:00:00+00:00,33.0,17.72,17.75,14.7,6.33,5.17,4.45,4.0,3.63,3.37,3.08,2.93,0.78
2020-06-27 22:00:00+00:00,32.98,17.12,17.16,8.97,5.98,5.17,4.27,3.88,3.64,3.25,3.08,3.02,0.78
2020-06-27 23:00:00+00:00,32.97,16.81,16.85,9.58,6.53,5.15,4.37,3.97,3.73,3.38,3.22,3.15,0.92
2020-06-28 00:00:00+00:00,32.95,16.52,16.57,11.65,6.8,5.33,4.42,3.92,3.73,3.47,3.18,2.97,0.87
2020-06-28 01:00:00+00:00,32.93,15.7,15.74,20.07,12.08,5.68,4.78,4.07,3.55,3.82,3.3,3.17,0.88
2020-06-28 02:00:00+00:00,32.92,15.3,15.36,9.27,11.88,18.25,5.35,4.52,3.85,3.45,3.22,3.08,0.9
2020-06-28 03:00:00+00:00,32.91,15.18,15.25,9.2,6.65,22.28,6.6,4.28,3.88,3.6,3.17,3.07,1.15
2020-06-28 04:00:00+00:00,32.89,15.02,15.08,8.92,6.48,7.72,20.97,4.4,3.88,3.35,3.15,3.07,0.85
2020-06-28 05:00:00+00:00,32.88,15.25,15.33,8.93,6.22,8.19,19.81,4.47,3.78,3.46,3.25,3.03,0.86
2020-06-28 06:00:00+00:00,32.85,15.87,15.93,8.88,10.8,18.83,5.55,4.38,3.9,3.42,3.13,3.28,0.88
2020-06-28 07:00:00+00:00,32.81,16.78,16.76,16.59,14.36,5.66,4.55,4.03,3.48,3.43,3.31,2.93,0.93
2020-06-28 08:00:00+00:00,32.79,17.52,17.56,9.25,6.61,5.2,4.47,4.29,3.75,3.37,3.19,3.22,0.83
2020-06-28 09:00:00+00:00,32.77,18.06,18.12,10.54,6.66,5.19,4.41,3.9,3.61,3.32,3.22,2.92,0.86
2020-06-28 10:00:00+00:00,32.74,18.96,19.04,17.38,14.8,5.3,4.5,3.92,3.62,3.45,3.0,2.95,0.9
2020-06-28 11:00:00+00:00,32.7,19.75,19.8,9.72,13.3,16.62,4.6,4.12,3.85,3.57,3.25,3.02,0.92
2020-06-28 12:00:00+00:00,33.04,20.91,20.96,9.37,6.92,8.55,18.85,5.52,3.6,3.43,3.52,3.68,1.17
2020-06-28 13:00:00+00:00,35.7,21.14,21.65,9.31,6.5,5.5,6.41,20.41,4.59,3.56,3.28,2.84,0.91
2020-06-28 14:00:00+00:00,34.29,22.34,23.72,9.29,6.46,5.05,4.71,5.54,12.93,12.07,3.75,3.15,0.86
2020-06-28 15:00:00+00:00,33.38,23.93,24.61,183.54,120.24,88.34,76.54,69.15,77.49,59.2,66.39,54.93,15.63
2020-06-28 16:00:00+00:00,32.78,34.53,32.08,184.43,149.28,149.5,156.42,114.02,87.15,71.1,52.85,50.68,17.25
2020-06-28 17:00:00+00:00,32.76,34.89,32.62,202.57,180.95,141.82,193.97,81.52,98.13,68.65,51.72,54.27,18.18
2020-06-28 18:00:00+00:00,32.8,34.99,30.5,224.41,183.69,161.95,133.14,80.37,90.71,60.9,50.27,45.75,17.97
2020-06-28 19:00:00+00:00,32.8,34.91,27.63,203.17,146.63,148.88,128.15,77.73,91.38,64.08,49.3,47.7,17.83
2020-06-28 20:00:00+00:00,32.8,35.01,26.36,234.02,173.98,151.62,144.58,84.33,93.13,65.23,52.73,51.57,18.02
2020-06-28 21:00:00+00:00,32.78,35.08,25.62,202.97,148.0,181.02,165.45,87.93,96.48,62.78,50.58,54.32,17.5
2020-06-28 22:00:00+00:00,32.77,35.06,24.85,247.27,163.92,175.18,145.77,119.18,123.7,78.18,54.12,53.5,17.78
2020-06-28 23:00:00+00:00,32.75,35.01,24.31,219.33,179.82,166.42,154.97,96.08,99.7,78.9,81.18,82.42,19.63
2020-06-29 00:00:00+00:00,32.74,34.98,23.94,223.86,173.54,169.68,147.42,104.64,109.31,64.83,56.1,61.02,34.02
2020-06-29 01:00:00+00:00,32.73,34.99,23.73,238.0,175.07,171.37,161.32,99.76,114.42,66.66,54.53,59.42,21.64
2020-06-29 02:00:00+00:00,32.72,35.02,23.6,237.1,155.72,183.15,154.15,97.43,107.35,65.62,56.58,56.03,19.48
2020-06-29 03:00:00+00:00,32.7,35.04,23.26,247.08,176.42,194.51,161.37,89.46,110.97,71.97,59.42,58.34,19.53
2020-06-29 04:00:00+00:00,32.69,35.03,23.05,248.83,201.97,195.63,176.05,99.83,116.6,74.25,59.33,64.82,19.3
2020-06-29 05:00:00+00:00,32.68,35.01,23.52,263.05,191.1,197.18,166.12,106.52,116.97,75.77,59.17,57.67,21.2
2020-06-29 06:00:00+00:00,32.68,34.91,23.7,247.08,174.63,172.59,162.02,95.1,104.8,73.0,65.64,74.17,29.0
2020-06-29 07:00:00+00:00,32.65,34.93,24.0,223.98,160.35,192.78,153.73,106.67,113.77,78.07,51.7,49.72,18.67
2020-06-29 08:00:00+00:00,32.65,34.91,24.31,201.15,160.76,214.73,132.56,84.29,92.98,62.98,45.31,49.22,18.08
2020-06-29 09:00:00+00:00,32.66,34.92,24.25,207.87,165.52,211.25,121.92,75.47,90.15,56.22,46.28,47.33,16.52
2020-06-29 10:00:00+00:00,32.64,34.87,24.48,204.03,208.43,182.82,128.57,85.3,94.65,60.4,46.3,48.1,16.77
2020-06-29 11:00:00+00:00,32.62,34.83,25.08,234.08,189.88,179.85,135.83,83.48,88.55,60.35,48.63,51.2,16.12
2020-06-29 12:00:00+00:00,32.61,34.71,25.47,211.77,186.17,196.68,127.37,92.45,104.65,61.83,48.63,52.47,16.58
2020-06-29 13:00:00+00:00,32.63,34.7,26.16,282.32,216.22,197.56,154.61,95.88,101.83,73.27,53.41,53.24,18.39
2020-06-29 14:00:00+00:00,32.67,34.74,27.08,229.95,215.02,188.27,119.08,77.88,94.05,55.7,47.13,44.12,15.27
2020-06-29 15:00:00+00:00,32.68,34.73,27.18,263.93,179.93,177.37,126.12,81.93,94.08,56.22,46.88,45.5,15.37
2020-06-29 16:00:00+00:00,32.71,34.78,26.59,217.43,169.02,174.93,112.6,75.85,86.42,55.45,44.75,42.63,15.7
2020-06-29 17:00:00+00:00,32.7,34.8,26.97,185.78,152.58,163.64,109.86,73.58,85.76,50.39,40.19,40.07,14.34
2020-06-29 18:00:00+00:00,32.7,34.76,25.82,208.05,165.27,158.13,100.8,74.4,81.02,51.75,41.45,38.68,13.3
2020-06-29 19:00:00+00:00,32.68,34.79,24.41,208.97,174.9,184.25,119.27,75.33,91.98,54.73,39.67,40.77,15.5
2020-06-29 20:00:00+00:00,32.66,34.8,23.75,207.19,136.53,162.41,130.93,105.14,112.71,58.64,47.8,45.75,15.63
2020-06-29 21:00:00+00:00,32.63,34.89,23.43,204.92,131.63,166.0,126.8,83.27,98.05,90.25,78.27,51.1,17.88
2020-06-29 22:00:00+00:00,32.62,34.92,23.34,210.55,138.27,178.52,146.75,87.67,104.3,61.17,51.8,80.85,27.52
2020-06-29 23:00:00+00:00,32.61,34.89,23.11,206.88,129.52,176.67,130.93,87.85,102.4,60.38,50.97,47.97,17.55
2020-06-30 00:00:00+00:00,32.6,34.91,22.9,217.77,135.7,184.75,126.63,89.42,98.63,60.87,49.97,48.27,18.93
2020-06-30 01:00:00+00:00,32.59,34.89,22.8,221.49,144.34,191.63,144.32,97.27,100.81,64.24,55.02,54.49,21.02
2020-06-30 02:00:00+00:00,32.59,34.83,22.62,215.17,149.65,173.23,146.68,93.18,105.72,61.72,53.12,59.2,19.73
2020-06-30 03:00:00+00:00,32.57,34.87,22.65,232.02,136.88,186.73,136.43,89.85,109.6,67.48,52.65,50.42,17.67
2020-06-30 04:00:00+00:00,32.56,34.97,22.62,265.93,194.34,208.17,156.8,107.36,115.47,72.51,60.78,57.0,20.15
2020-06-30 05:00:00+00:00,32.56,34.88,22.98,229.65,191.95,200.25,143.43,96.5,105.35,65.87,55.67,52.57,17.85
2020-06-30 06:00:00+00:00,33.23,34.87,23.53,241.54,184.96,199.46,146.42,96.98,106.77,65.18,67.95,67.81,25.7
2020-06-30 07:00:00+00:00,33.63,34.87,24.16,227.37,212.0,190.33,149.07,125.02,122.32,85.58,54.58,55.55,20.25
2020-06-30 08:00:00+00:00,33.61,34.86,24.56,217.25,181.97,212.08,160.5,89.72,101.38,66.03,53.77,52.5,17.87
2020-06-30 09:00:00+00:00,33.56,34.9,25.35,235.35,189.72,203.07,145.7,92.28,103.8,68.08,54.48,54.88,18.22
2020-06-30 10:00:00+00:00,33.57,35.0,25.7,206.44,170.85,190.36,135.36,88.61,101.03,64.76,53.81,56.8,20.58
2020-06-30 11:00:00+00:00,33.59,34.97,26.14,220.77,185.1,199.65,150.83,91.95,102.88,69.47,55.1,60.92,21.85
2020-06-30 12:00:00+00:00,33.66,34.97,26.2,204.02,172.29,204.37,148.88,86.05,103.47,66.29,56.47,60.12,19.63
2020-06-30 13:00:00+00:00,33.67,34.74,25.87,245.9,173.66,213.45,153.81,92.03,104.26,68.64,56.43,57.86,20.48
2020-06-30 14:00:00+00:00,33.63,34.49,26.04,222.04,234.9,251.66,189.48,153.7,136.82,93.92,80.36,75.36,24.74
2020-06-30 15:00:00+00:00,33.64,34.54,26.53,236.15,228.34,207.71,182.66,134.56,105.76,82.2,68.73,64.58,21.83
2020-06-30 16:00:00+00:00,33.74,35.09,25.68,228.29,211.82,206.0,161.86,97.48,110.59,69.34,57.3,58.57,19.84
2020-06-30 17:00:00+00:00,33.74,35.11,25.65,219.1,231.41,223.08,157.98,102.88,109.02,65.15,55.44,54.9,18.92
2020-06-30 18:00:00+00:00,33.72,35.07,25.88,207.3,162.17,247.95,160.77,98.15,118.8,68.63,57.85,57.97,20.05
2020-06-30 19:00:00+00:00,33.74,35.11,25.91,223.68,201.39,204.24,150.53,91.32,111.78,68.12,56.51,59.86,19.85
2020-06-30 20:00:00+00:00,33.77,35.17,25.97,207.05,188.41,190.58,152.9,91.19,113.12,62.14,58.47,57.25,19.69
2020-06-30 21:00:00+00:00,33.75,35.2,25.97,215.64,197.86,192.69,151.21,90.9,121.29,67.9,58.86,62.02,21.53
2020-06-30 22:00:00+00:00,33.74,35.23,26.16,234.03,210.82,206.17,156.42,98.97,115.45,71.97,66.77,61.58,22.02
2020-06-30 23:00:00+00:00,33.73,35.24,26.42,222.88,255.0,200.73,173.27,108.83,128.39,75.14,70.19,70.0,24.85
2020-07-01 00:00:00+00:00,33.72,35.22,26.42,232.19,196.34,202.07,164.84,99.84,130.07,75.62,63.57,61.66,23.53
2020-07-01 01:00:00+00:00,33.71,35.21,26.36,239.32,190.8,198.32,149.93,99.02,120.17,66.72,59.92,60.78,21.2
2020-07-01 02:00:00+00:00,33.74,35.25,26.56,235.4,213.32,207.67,150.3,104.05,131.25,72.57,67.9,63.67,24.15
2020-07-01 03:00:00+00:00,33.76,35.23,26.49,268.07,192.8,259.12,187.08,117.3,141.78,79.32,79.12,75.85,26.1
2020-07-01 04:00:00+00:00,33.75,35.22,26.08,235.98,164.74,253.03,190.19,106.55,130.28,75.14,68.1,66.55,22.03
2020-07-01 05:00:00+00:00,33.71,35.2,25.49,246.6,159.03,240.13,166.1,99.1,117.85,69.03,59.65,59.62,20.37
2020-07-01 06:00:00+00:00,33.72,35.2,25.3,228.24,166.64,211.83,195.0,106.64,117.78,66.32,58.19,60.97,20.12
2020-07-01 07:00:00+00:00,33.73,35.12,25.09,235.95,167.2,207.51,143.75,142.39,132.78,70.68,57.31,56.61,19.02
2020-07-01 08:00:00+00:00,33.75,35.07,24.66,219.85,144.37,185.2,116.82,86.68,161.12,65.17,51.02,47.0,16.7
2020-07-01 09:00:00+00:00,33.71,34.99,24.67,214.7,159.93,202.65,129.57,103.65,138.0,69.17,51.33,52.88,16.73
2020-07-01 10:00:00+00:00,33.65,34.93,25.42,216.92,192.73,231.66,166.58,104.69,110.92,70.07,54.69,52.44,16.97
2020-07-01 11:00:00+00:00,33.49,34.77,26.0,199.9,240.66,233.76,179.14,101.0,105.31,86.03,63.9,60.22,20.25
2020-07-01 12:00:00+00:00,33.4,34.81,27.02,188.37,195.93,219.41,177.17,85.47,103.14,78.68,64.75,56.98,18.2
2020-07-01 13:00:00+00:00,33.36,34.72,27.65,232.9,188.03,219.95,165.47,88.51,98.36,72.17,62.31,56.39,18.56
2020-07-01 14:00:00+00:00,33.36,34.77,28.53,212.26,189.69,199.28,139.29,74.09,86.66,64.97,54.97,51.66,16.09
2020-07-01 15:00:00+00:00,33.34,34.77,29.67,208.08,203.15,234.62,139.98,86.57,88.0,69.47,54.12,52.03,17.4
2020-07-01 16:00:00+00:00,33.42,34.84,30.66,213.58,214.78,211.63,127.56,80.53,98.17,62.71,51.17,50.64,17.59
2020-07-01 17:00:00+00:00,33.52,35.02,30.41,222.12,202.47,207.43,124.98,84.5,97.07,63.47,49.85,52.05,17.65
2020-07-01 18:00:00+00:00,33.56,35.08,29.8,253.28,167.22,206.22,132.28,92.52,103.2,65.25,53.93,51.45,18.7
2020-07-01 19:00:00+00:00,33.55,35.16,27.73,217.55,149.0,189.28,132.0,86.83,101.41,62.07,54.38,53.47,17.5
2020-07-01 20:00:00+00:00,33.55,35.15,26.35,220.78,162.76,188.69,126.55,81.57,101.98,56.67,53.52,51.66,17.29
2020-07-01 21:00:00+00:00,33.53,35.17,25.63,228.19,147.47,196.78,166.38,120.98,109.69,70.31,61.26,63.62,20.31
2020-07-01 22:00:00+00:00,33.52,35.22,25.38,241.02,164.69,191.46,159.19,115.73,159.12,77.36,66.61,68.75,23.58
2020-07-01 23:00:00+00:00,33.51,35.17,25.03,239.71,147.02,187.07,165.75,100.78,120.32,103.03,96.56,68.12,21.54
2020-07-02 00:00:00+00:00,33.49,35.22,24.98,264.23,157.38,197.75,170.63,100.87,129.23,74.03,75.77,118.27,23.45
2020-07-02 01:00:00+00:00,33.48,35.22,25.2,241.33,163.14,199.53,181.21,103.45,125.03,74.09,68.29,124.16,23.1
2020-07-02 02:00:00+00:00,33.47,35.19,25.16,252.45,151.98,200.88,166.32,100.2,126.05,73.27,117.77,76.77,19.78
2020-07-02 03:00:00+00:00,33.45,35.18,25.19,240.13,163.27,192.97,170.28,111.08,120.07,102.28,100.1,70.13,22.53
2020-07-02 04:00:00+00:00,33.43,35.27,24.91,255.75,195.22,208.42,172.75,115.92,138.78,130.41,73.02,72.56,24.69
2020-07-02 05:00:00+00:00,33.42,35.23,25.05,262.07,186.23,208.23,170.43,108.32,168.7,78.02,69.55,67.08,23.03
2020-07-02 06:00:00+00:00,33.18,35.11,24.99,235.12,183.7,191.97,165.5,130.78,115.25,65.17,59.28,58.48,18.73
2020-07-02 07:00:00+00:00,33.13,35.06,25.23,218.47,171.24,217.27,155.78,87.9,107.37,65.73,54.63,56.08,18.78
2020-07-02 08:00:00+00:00,33.05,34.99,25.39,228.11,206.39,222.44,137.63,84.46,112.98,65.84,59.58,55.05,18.23
2020-07-02 09:00:00+00:00,33.14,35.01,25.7,254.86,177.31,217.37,147.0,102.05,114.81,71.27,56.69,60.95,21.95
2020-07-02 10:00:00+00:00,33.1,35.12,25.79,252.86,170.72,210.11,141.6,92.25,106.58,69.96,57.0,56.86,18.61
2020-07-02 11:00:00+00:00,33.07,34.93,25.99,228.62,177.75,205.52,134.36,85.41,107.16,67.07,52.48,54.84,18.14
2020-07-02 12:00:00+00:00,33.07,34.9,26.13,204.22,162.84,200.17,132.12,82.98,94.38,64.41,50.79,52.36,16.97
2020-07-02 13:00:00+00:00,33.05,34.74,26.77,204.09,160.03,209.4,129.71,76.9,95.71,66.34,49.9,47.05,16.38
2020-07-02 14:00:00+00:00,33.06,34.69,28.05,197.24,211.29,190.17,145.38,83.41,90.74,64.72,58.31,54.48,16.29
2020-07-02 15:00:00+00:00,33.11,34.81,30.05,206.03,207.29,237.91,147.81,83.97,87.84,66.48,53.24,51.12,17.33
2020-07-02 16:00:00+00:00,33.16,34.96,30.59,208.46,198.41,206.63,130.24,88.85,94.51,64.34,50.15,51.0,17.53
2020-07-02 17:00:00+00:00,33.23,35.07,30.73,222.29,210.41,183.39,132.03,82.07,98.46,60.42,53.44,56.22,16.95
2020-07-02 18:00:00+00:00,33.25,35.12,30.03,226.02,168.69,190.64,142.39,98.36,105.25,61.31,55.24,56.08,19.59
2020-07-02 19:00:00+00:00,33.24,35.15,27.14,228.0,143.42,175.33,122.2,84.83,100.08,57.37,57.98,51.03,18.98
2020-07-02 20:00:00+00:00,33.23,35.19,25.68,232.18,159.72,200.87,136.22,88.27,99.92,59.98,54.0,57.25,18.63
2020-07-02 21:00:00+00:00,33.22,35.21,24.72,232.95,157.51,177.81,157.25,117.14,129.81,75.61,63.14,64.65,21.02
2020-07-02 22:00:00+00:00,33.22,35.22,24.29,220.36,141.41,183.49,149.24,98.61,110.47,78.22,86.14,84.24,23.15
2020-07-02 23:00:00+00:00,33.21,35.22,23.86,250.21,162.67,193.75,156.68,106.04,109.75,68.23,60.82,70.68,31.98
2020-07-03 00:00:00+00:00,33.19,35.25,23.51,270.97,167.48,199.37,156.12,107.05,116.58,69.95,65.33,63.52,23.52
2020-07-03 01:00:00+00:00,33.19,35.31,23.7,281.83,189.08,204.53,187.86,108.41,127.41,76.61,74.49,69.15,23.12
2020-07-03 02:00:00+00:00,33.17,35.32,23.96,256.67,175.77,205.15,161.47,110.38,124.65,72.83,67.42,67.53,22.22
2020-07-03 03:00:00+00:00,33.16,35.3,23.8,269.48,175.26,206.33,171.69,105.4,124.88,69.41,68.09,66.64,23.21
2020-07-03 04:00:00+00:00,33.15,35.35,23.67,268.96,182.33,202.63,172.49,115.63,115.44,76.82,69.98,71.96,24.82
2020-07-03 05:00:00+00:00,33.14,35.27,23.9,263.56,210.84,205.31,196.02,110.98,121.78,77.95,73.31,102.04,37.07
2020-07-03 06:00:00+00:00,33.11,35.24,24.38,278.62,194.19,216.16,166.55,106.81,138.34,88.95,93.19,68.24,21.57
2020-07-03 07:00:00+00:00,33.07,35.16,24.98,238.17,181.85,199.1,174.97,115.25,118.75,67.27,60.0,64.07,21.23
2020-07-03 08:00:00+00:00,32.98,34.99,25.5,222.66,199.73,223.22,130.12,84.54,98.22,63.29,52.24,55.05,17.54
2020-07-03 09:00:00+00:00,32.93,34.88,25.98,208.47,165.24,216.03,116.86,79.69,90.37,62.63,47.81,49.34,15.64
2020-07-03 10:00:00+00:00,32.94,34.91,26.23,215.02,205.65,198.03,120.8,77.77,93.03,60.17,48.98,47.4,16.57
2020-07-03 11:00:00+00:00,32.92,34.82,26.53,238.05,171.85,205.73,123.15,73.38,85.93,58.38,46.08,47.58,15.33
2020-07-03 12:00:00+00:00,32.94,34.76,26.97,439.22,360.17,327.05,140.58,94.47,101.75,62.56,52.56,51.34,19.49
2020-07-03 13:00:00+00:00,32.88,34.53,28.16,213.03,270.37,263.9,185.63,110.02,132.54,89.03,80.88,71.22,22.75
2020-07-03 14:00:00+00:00,32.84,34.71,30.97,196.39,178.83,208.0,138.34,119.51,110.36,65.32,53.08,48.71,16.17
2020-07-03 15:00:00+00:00,32.92,34.9,32.23,242.69,208.51,219.73,116.8,97.29,126.37,56.12,50.8,46.17,16.24
2020-07-03 16:00:00+00:00,33.02,35.05,32.1,246.1,186.87,191.2,165.92,99.23,95.68,57.93,52.1,52.83,17.92
2020-07-03 17:00:00+00:00,33.08,35.03,31.36,202.79,187.9,204.71,102.67,80.17,96.14,55.97,47.28,48.72,16.03
2020-07-03 18:00:00+00:00,33.1,35.09,28.69,220.55,152.13,174.78,106.8,87.63,93.83,53.3,51.25,50.02,17.82
2020-07-03 19:00:00+00:00,33.08,35.11,26.57,236.78,152.42,177.5,131.3,88.9,97.18,55.82,53.07,54.45,18.88
2020-07-03 20:00:00+00:00,33.08,35.2,25.64,223.76,213.83,200.9,153.12,100.34,104.15,62.51,61.22,63.86,20.44
2020-07-03 21:00:00+00:00,33.06,35.26,25.37,236.29,163.86,201.51,184.51,102.54,114.9,63.88,64.12,64.15,20.83
2020-07-03 22:00:00+00:00,33.05,35.18,24.79,219.39,147.56,181.0,132.51,152.14,110.64,63.86,57.31,58.31,18.93
2020-07-03 23:00:00+00:00,33.03,35.22,24.5,228.32,156.93,187.55,152.3,103.67,157.43,70.78,61.38,61.95,20.68
2020-07-04 00:00:00+00:00,33.02,35.2,24.31,243.48,163.57,183.9,156.25,104.73,111.82,125.07,64.68,58.57,20.75
2020-07-04 01:00:00+00:00,33.01,35.22,24.17,237.82,164.32,177.83,166.38,100.18,111.75,85.97,107.07,64.8,19.58
2020-07-04 02:00:00+00:00,32.99,35.25,24.13,250.07,176.07,186.49,172.14,104.91,116.32,66.7,131.56,67.16,21.75
2020-07-04 03:00:00+00:00,32.97,35.26,24.12,238.14,160.51,188.73,143.47,106.19,106.69,122.05,67.61,60.56,21.25
2020-07-04 04:00:00+00:00,32.96,35.29,24.07,263.24,182.76,195.26,153.31,115.5,121.83,132.21,65.14,65.34,22.79
2020-07-04 05:00:00+00:00,32.95,35.15,24.16,250.2,184.76,197.34,156.2,110.39,133.81,112.42,66.69,67.81,23.59
2020-07-04 06:00:00+00:00,32.96,35.23,24.03,280.45,178.47,196.53,173.57,114.7,110.02,125.93,71.15,64.32,21.33
2020-07-04 07:00:00+00:00,32.95,35.24,24.27,276.33,194.11,201.12,161.82,106.68,113.67,103.98,85.86,65.49,20.95
2020-07-04 08:00:00+00:00,32.93,35.24,24.58,276.03,178.91,185.36,140.33,101.22,141.38,78.79,59.22,63.31,19.95
2020-07-04 09:00:00+00:00,32.92,35.19,25.04,258.53,188.9,220.8,162.38,124.58,107.6,67.43,60.98,59.08,21.33
2020-07-04 10:00:00+00:00,32.92,35.19,25.42,237.1,210.73,207.92,138.05,111.02,101.15,62.64,57.61,59.75,19.46
2020-07-04 11:00:00+00:00,32.91,35.15,25.81,264.03,195.57,188.37,144.8,94.58,99.12,60.38,58.55,57.0,18.4
2020-07-04 12:00:00+00:00,32.92,35.12,26.2,255.83,188.22,182.47,148.2,96.86,107.92,64.98,55.83,59.1,19.15
2020-07-04 13:00:00+00:00,32.96,35.11,26.39,227.11,181.8,172.41,123.59,87.32,99.8,58.34,54.11,54.93,17.66
2020-07-04 14:00:00+00:00,33.0,35.16,26.43,236.62,177.38,182.4,136.28,85.6,97.48,56.33,56.9,59.57,17.82
2020-07-04 15:00:00+00:00,32.99,35.15,26.53,248.83,178.08,197.8,150.78,95.22,102.69,60.58,58.61,59.51,18.07
2020-07-04 16:00:00+00:00,33.03,35.12,26.57,232.83,179.78,198.6,133.57,95.23,109.03,69.3,58.63,57.62,18.98
2020-07-04 17:00:00+00:00,33.05,35.08,26.36,241.28,163.63,183.07,155.15,91.68,110.13,61.28,63.47,59.85,19.7
2020-07-04 18:00:00+00:00,33.07,35.08,26.12,233.28,164.28,180.86,135.81,91.34,102.78,62.78,55.93,59.0,18.31
2020-07-04 19:00:00+00:00,33.08,35.09,26.16,281.59,162.1,185.75,160.2,99.76,110.37,65.32,58.44,57.95,18.81
2020-07-04 20:00:00+00:00,33.09,35.13,25.9,286.02,156.05,189.09,124.46,94.14,105.44,65.44,57.49,58.74,19.72
2020-07-04 21:00:00+00:00,33.07,35.07,25.52,243.88,129.8,162.5,105.63,84.02,86.75,52.85,51.7,50.1,17.87
